Rating,Comments,Product Name,scores,type,compound,pos,neg
5,This gadget gives accurate results. I am completely satisfied with the purchase.,omran 7120,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",POS,0.4754,0.236,0.0
5,Really amazing product. Purely branded and good performance. I really impressed with the product.,omran 7120,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8922}",POS,0.8922,0.516,0.0
5,It's very accurate to monitor bp highly recommend and affordable price by snap deal.belt is little shorter but rest is ok,omran 7120,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5714}",POS,0.5714,0.198,0.0
4,Easy to use. But lil bit big as compare to my wrist bp machine. But over all good experience. Working properly.,omran 7120,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}",POS,0.7003,0.234,0.0
5,I like this product,omran 7120,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",POS,0.3612,0.556,0.0
5,Perfect Model with showing exact readings as compared with rossmax manual bp apparatus,omran 7120,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",POS,0.5719,0.236,0.0
4,"I use this monitor easy to use.  About accuracy i don't know. Run on 4 AA battery, having dc adaptor socket provided,  No adaptor with pack u have to purches it saperately. Overall nice thing each one have to have at there home as basic essential.",omran 7120,"{'neg': 0.047, 'neu': 0.832, 'pos': 0.122, 'compound': 0.5423}",POS,0.5423,0.122,0.047
4,Thnx omron,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,I Use This Blood Pressure Monitor many time and get perfect result,omran 7120,"{'neg': 0.148, 'neu': 0.604, 'pos': 0.248, 'compound': 0.3612}",POS,0.3612,0.248,0.148
5,Is it possible to supply carpet to my address supply,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,"Good product, works well and is pretty easy to use",omran 7120,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.8779}",POS,0.8779,0.649,0.0
5,"Reasonable price, very good result",omran 7120,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",POS,0.4927,0.444,0.0
5,Good product in that range. Faster delivery and good packing.,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",POS,0.7003,0.42,0.0
5,Product was good.,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
4,An excellent machine. The results are very close to that of mercury machine. I was advised by my doctor to purchase the machine. In fact he selected the model /type of the machine. I'm happy I followed his advice.,omran 7120,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8126}",POS,0.8126,0.175,0.0
5,God additional 10% discount on HDFC card Friday deals. Was Delivered in 6 days. Time will say on quality of product.,omran 7120,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",POS,0.2732,0.1,0.0
5,Nyc product,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Very nice product at a decent price.,omran 7120,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}",POS,0.4754,0.382,0.0
5,Good Product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
3,This product is 2 good for checking bp...I loved it,omran 7120,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.7783}",POS,0.7783,0.493,0.0
5,This product is amazing...it monitors heart rate as well with full accuracy. Love this product.,omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.743}",POS,0.743,0.326,0.0
5,Very good product,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
5,Snapdeal ...... The best.  Go for it,omran 7120,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",POS,0.6369,0.412,0.0
5,"Omron Hem-7120 Blood pressure monitor showing blood pressure count is 99% correct. I have cheked and compared this monitor with other hospital blood pressure monitor, both are equal ! really  preferble item .",omran 7120,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.7088}",NEG,-0.7088,0.0,0.203
4,nice in look and good product,omran 7120,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.6908}",POS,0.6908,0.588,0.0
5,thanks for your quick responce and for the good services....................................................................,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",POS,0.7003,0.42,0.0
5,very useful in day to day checkup,omran 7120,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",POS,0.4927,0.347,0.0
4,Satisfied with the product,omran 7120,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",POS,0.4215,0.483,0.0
3,Really good service,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
3,product quality and price is very good. but delivery too late. I was order on 10/12/16,omran 7120,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2724}",POS,0.2724,0.13,0.0
4,Omron BP monitor is good. Deal was excellent. Packaging should have been much better. bit disappointment on the packaging.,omran 7120,"{'neg': 0.119, 'neu': 0.54, 'pos': 0.342, 'compound': 0.7351}",POS,0.7351,0.342,0.119
5,Good!best product,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Good product. Easy to use. Must have product,omran 7120,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",POS,0.7003,0.492,0.0
1,BP LEVEL CHANGED EVERY TIME FOR A SAME PERSON. I GO TO A DOCTOR'S CHAMBER. HE CHECKED MY BP 160/82 BUT OMRON 7120 SHOWED EVERY TIME DIFFERENT VALUE. VERY BAD PRODUCT.,omran 7120,"{'neg': 0.197, 'neu': 0.692, 'pos': 0.112, 'compound': -0.6356}",NEG,-0.6356,0.112,0.197
5,"Good one, worth buying!",omran 7120,"{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.6239}",POS,0.6239,0.718,0.0
5,Very fine quality of product but poor packing. I received it in loose and broken packing.,omran 7120,"{'neg': 0.473, 'neu': 0.462, 'pos': 0.065, 'compound': -0.8934}",NEG,-0.8934,0.065,0.473
4,Working Satisfactory,omran 7120,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",POS,0.3612,0.714,0.0
5,Very nice effective and usefuul machine. Snapdeal great,omran 7120,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.8903}",POS,0.8903,0.679,0.0
5,Very nicesuperb qualty,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,product is good in range and good delivery by snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",POS,0.7003,0.42,0.0
5,accurate 99% only,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Nice packing and  also 75% accuracy.,omran 7120,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",POS,0.4215,0.359,0.0
3,Very fragile button and body,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Good quality and True value of Money product. I like it.,omran 7120,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.8625}",POS,0.8625,0.639,0.0
5,original product; delivered on time (actually before..:) ); excellent experience every time since 3 years..,omran 7120,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7184}",POS,0.7184,0.333,0.0
5,Product is good let us see how it performs,omran 7120,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",POS,0.4404,0.266,0.0
5,Happy with the purchase.product is as described and it works fine,omran 7120,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.6705}",POS,0.6705,0.379,0.0
5,Excellent product for B P patient. But shows some error reading if checking is done several times in a day. Perfect reading if monitor once a day in a regular time.,omran 7120,"{'neg': 0.105, 'neu': 0.677, 'pos': 0.218, 'compound': 0.5927}",POS,0.5927,0.218,0.105
3,Its calculator is not upto the mark.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Very nice product. Quick delivery,omran 7120,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",POS,0.4754,0.436,0.0
1,NOT AS EXPECTED,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,good....................,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,good Product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Well had many bad experiences with snapdeal but this transaction was smooth and a very good product was delivered. Good work snap deal and u improved a lot.,omran 7120,"{'neg': 0.062, 'neu': 0.554, 'pos': 0.383, 'compound': 0.9116}",POS,0.9116,0.383,0.062
1,i am 20 year old its showing my bp is 201/110 ..................too funny,omran 7120,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",POS,0.4404,0.209,0.0
5,"Good product, good service",omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",POS,0.7003,0.744,0.0
4,Good n convenient,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,+-5% Accuracy,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
3,But accuracy is issue with this monitor,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Delivary is excellent considering remotness.,omran 7120,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",POS,0.5719,0.481,0.0
5,Shows Blood Pressure and HeartRate,omran 7120,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",NEG,-0.296,0.0,0.355
5,Quality product and delivery is exactly i was expect,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Omron is branded company worth it,omran 7120,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}",POS,0.2263,0.275,0.0
5,VERY GOOD PRODUCT,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
4,SATISFIED WITH THE PRODUCT.,omran 7120,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",POS,0.4215,0.483,0.0
5,it is perfect,omran 7120,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",POS,0.5719,0.649,0.0
4,Good u can buy,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,Worth buying,omran 7120,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",POS,0.2263,0.655,0.0
5,Nice product. Product as mentioned.,omran 7120,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",POS,0.4215,0.412,0.0
4,Good for Home,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,fully satisfied purchase,omran 7120,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",POS,0.4754,0.607,0.0
5,Best product for home use and also snapdeal delivery was as usual super,omran 7120,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.8442}",POS,0.8442,0.424,0.0
5,nice product and very useful,omran 7120,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.7178}",POS,0.7178,0.666,0.0
5,Its a good range you have there. Even though the model which doctor recommended 7213 was not present.,omran 7120,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5719}",POS,0.5719,0.239,0.0
5,Very simple and user friendly for any body to use to find their blood pressure. There is no need to have a stethoscope to find the pulse. Thanks to omron and special thanks to Snap Deal. Excellent pack and delivery.,omran 7120,"{'neg': 0.085, 'neu': 0.618, 'pos': 0.297, 'compound': 0.9001}",POS,0.9001,0.297,0.085
4,I am happy after purchase this from snapdeal.,omran 7120,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",POS,0.5719,0.381,0.0
4,WODER FUL PRODUCT,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,no complaints so far,omran 7120,"{'neg': 0.71, 'neu': 0.29, 'pos': 0.0, 'compound': -0.5994}",NEG,-0.5994,0.0,0.71
5,Very nice product. Good transit packaging by snapdeal.,omran 7120,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.7397}",POS,0.7397,0.51,0.0
5,Awesome product,omran 7120,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",POS,0.6249,0.804,0.0
5,Product is excellent but sipping is late.,omran 7120,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.3291}",POS,0.3291,0.281,0.0
5,"Its good accurate machine and delivery on time,good experience wuth best pricing",omran 7120,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.7964}",POS,0.7964,0.415,0.0
5,i am satisfied,omran 7120,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",POS,0.4215,0.737,0.0
5,very good as advertised,omran 7120,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",POS,0.4927,0.516,0.0
4,"Very good product , useful for home usage",omran 7120,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.7474}",POS,0.7474,0.56,0.0
4,VERY GOOD PRODUCT AND THAT TOO AT REASONABLE PRICE,omran 7120,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",POS,0.4927,0.285,0.0
5,"User friendly, awesome product....",omran 7120,"{'neg': 0.0, 'neu': 0.215, 'pos': 0.785, 'compound': 0.8074}",POS,0.8074,0.785,0.0
3,Average product. Readings not reliable...Changes frequently...,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Delivered in time. The product received in perfect condition and at the competitive price.,omran 7120,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6597}",POS,0.6597,0.31,0.0
1,Good service snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,It is good. Simple and convenient. Easy to use. It is reliable.,omran 7120,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",POS,0.7003,0.367,0.0
5,"Product is good, compact & reliable, fast delivery by snapdeal  👍",omran 7120,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",POS,0.4404,0.266,0.0
5,easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,"this bp monitor is really an excellent instrument which comes from omron. it is an automatic device, inwhich u just have to put the cuff around the solders and press start. with in seconds u ll get to know ur bp. i advice u to take atleast two reading to get more accurate values. overall its a good product from snapdeal.",omran 7120,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.8707}",POS,0.8707,0.157,0.0
4,Nice product,omran 7120,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",POS,0.4215,0.737,0.0
5,goods received before date of delivery,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Perfect for home use. Simple and easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.765}",POS,0.765,0.485,0.0
3,Pros: Nice packaging and excellent next day delivery was given.,omran 7120,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",POS,0.7579,0.448,0.0
5,perfect product for easy BP monitoring,omran 7120,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.765}",POS,0.765,0.623,0.0
5,Good machine,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
4,Awesome product.Working good.build quality is v.good.it can measure the bp in a few seconds i.e. not taking time .Go for this product.This product do not offer you the memory to store your previous reading of bp.But i dont think so it matters.,omran 7120,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.6682}",POS,0.6682,0.126,0.0
5,Good product. Nd specialy the delivery was too fast that was not expected,omran 7120,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",POS,0.4404,0.195,0.0
5,Nice and easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",POS,0.6908,0.655,0.0
5,"Excellent delivery by Snapdeal Courier partner received within 2 days after ordering  the product. Thank you, Snapdeal. It is the best among all similar kind of products. It also gives a storage memory. So, it is worth for its price.",omran 7120,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.9112}",POS,0.9112,0.27,0.0
5,Amazing product. Totally satisfied with the product,omran 7120,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7841}",POS,0.7841,0.58,0.0
4,Useful product.....,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Its useful product with ,omran 7120,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",POS,0.4404,0.492,0.0
5,Very easy to use and helpful.,omran 7120,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.7178}",POS,0.7178,0.6,0.0
5,Awsome woooooww,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,"Good, but if we got rechargable battery it would be good",omran 7120,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",POS,0.7003,0.392,0.0
5,It shows  higher accuracy after I checked with other small/big medicals BP monitors. Till I'm not found any probs. Thanks,omran 7120,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",POS,0.4404,0.139,0.0
5,value for money,omran 7120,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",POS,0.34,0.545,0.0
5,Fastes delivery ever. Thank you snapdeal. Product is so good.,omran 7120,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7384}",POS,0.7384,0.438,0.0
5,Good product and good delivery,omran 7120,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",POS,0.7003,0.659,0.0
5,This is perfect product for home use. I am happy for early delivery and quality of the product. Thanx sd.,omran 7120,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.8126}",POS,0.8126,0.303,0.0
5,it was an excelent product by sd,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,"Very nice product,easy to use,portable,reasonable price, but arm cuff is small for healthy person",omran 7120,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6805}",POS,0.6805,0.318,0.0
3,There is no memory provision in this BP monitor. Plus point is that it is accurate and easy to use,omran 7120,"{'neg': 0.095, 'neu': 0.779, 'pos': 0.126, 'compound': 0.1779}",POS,0.1779,0.126,0.095
4,Excellent product. Value for money.,omran 7120,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}",POS,0.7269,0.67,0.0
5,`This is a standard product. Before use check readings with some doctor's machine and then use.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,"Accurate measurement, at a cheap rate",omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Very Good product quality. It is very easy to use. Delivery is also quick by Snapdeal.  ,omran 7120,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.7496}",POS,0.7496,0.313,0.0
5,This product is very easy to use. I recommend this to all who need a hassle-free product.,omran 7120,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6901}",POS,0.6901,0.305,0.0
5,"Dont buy costly machines, they have same technology, they just provide one zip bag and memory of last readings and light in display, this is best product in this price range",omran 7120,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.6701}",POS,0.6701,0.159,0.0
5,The monitor is perfect. Shows real reading of BP (cross checked with doctor). Its hazel free and quick. Happy with the product. Thank you Snapdeal for providing best service at lowest price.,omran 7120,"{'neg': 0.057, 'neu': 0.565, 'pos': 0.378, 'compound': 0.9413}",POS,0.9413,0.378,0.057
4,This machine is really good and simple to use. Reading are roughly good indicator in broad range of BP (not accurate). This surely gives a quick first understanding on patients BP which can later be consulted with Doctor for medical advise,omran 7120,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.8514}",POS,0.8514,0.201,0.0
5,"product is ok, word of advice, keep the instrument at chest level for correct measurement",omran 7120,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",POS,0.296,0.136,0.0
4,Fast delivery \ Nice Product !,omran 7120,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4753}",POS,0.4753,0.508,0.0
4,I m happy with this product. Its easy to use n nice looking n gives accurate results. Thanks snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9062}",POS,0.9062,0.528,0.0
5,It's really good,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
5,Nice N easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",POS,0.6908,0.74,0.0
4,Happy with the product but delivery (courier company) isn't good. Finally got the product.,omran 7120,"{'neg': 0.178, 'neu': 0.687, 'pos': 0.135, 'compound': -0.1923}",NEG,-0.1923,0.135,0.178
5,"Accurate measurement - Got the BP and pulse reading cross checked at the same time, with my family physician. The reading of omoron unit and doctors conventional bp testing apparatus matched almost to near perfection.",omran 7120,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.5325}",POS,0.5325,0.094,0.0
