Rating,Comments,Product Name,sentiment
4,Awesome product.Working good.build quality is v.good.it can measure the bp in a few seconds i.e. not taking time .Go for this product.This product do not offer you the memory to store your previous reading of bp.But i dont think so it matters.,omran 7120,"{'label': '5 stars', 'score': 0.9486896395683289}"
5,Good product. Nd specialy the delivery was too fast that was not expected,omran 7120,"{'label': '5 stars', 'score': 0.733095645904541}"
5,Nice and easy to use,omran 7120,"{'label': '5 stars', 'score': 0.7399982810020447}"
5,"Excellent delivery by Snapdeal Courier partner received within 2 days after ordering  the product. Thank you, Snapdeal. It is the best among all similar kind of products. It also gives a storage memory. So, it is worth for its price.",omran 7120,"{'label': '5 stars', 'score': 0.5773782730102539}"
5,Amazing product. Totally satisfied with the product,omran 7120,"{'label': '1 star', 'score': 0.8108803033828735}"
4,Useful product.....,omran 7120,"{'label': '5 stars', 'score': 0.4172383248806}"
5,Its useful product with ,omran 7120,"{'label': '5 stars', 'score': 0.6405439972877502}"
5,Very easy to use and helpful.,omran 7120,"{'label': '5 stars', 'score': 0.8840196132659912}"
5,Awsome woooooww,omran 7120,"{'label': '5 stars', 'score': 0.8754806518554688}"
4,"Good, but if we got rechargable battery it would be good",omran 7120,"{'label': '5 stars', 'score': 0.854449987411499}"
5,It shows  higher accuracy after I checked with other small/big medicals BP monitors. Till I'm not found any probs. Thanks,omran 7120,"{'label': '1 star', 'score': 0.9066834449768066}"
5,value for money,omran 7120,"{'label': '1 star', 'score': 0.7356859445571899}"
5,Fastes delivery ever. Thank you snapdeal. Product is so good.,omran 7120,"{'label': '1 star', 'score': 0.34739646315574646}"
5,Good product and good delivery,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
5,This is perfect product for home use. I am happy for early delivery and quality of the product. Thanx sd.,omran 7120,"{'label': '5 stars', 'score': 0.7046133279800415}"
5,it was an excelent product by sd,omran 7120,"{'label': '5 stars', 'score': 0.442122220993042}"
4,"Very nice product,easy to use,portable,reasonable price, but arm cuff is small for healthy person",omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
3,There is no memory provision in this BP monitor. Plus point is that it is accurate and easy to use,omran 7120,"{'label': '5 stars', 'score': 0.6937230825424194}"
4,Excellent product. Value for money.,omran 7120,"{'label': '5 stars', 'score': 0.6624335050582886}"
5,`This is a standard product. Before use check readings with some doctor's machine and then use.,omran 7120,"{'label': '5 stars', 'score': 0.6691179275512695}"
4,"Accurate measurement, at a cheap rate",omran 7120,"{'label': '5 stars', 'score': 0.7689915299415588}"
5,Very Good product quality. It is very easy to use. Delivery is also quick by Snapdeal.  ,omran 7120,"{'label': '5 stars', 'score': 0.834057629108429}"
5,This product is very easy to use. I recommend this to all who need a hassle-free product.,omran 7120,"{'label': '1 star', 'score': 0.8210640549659729}"
5,"Dont buy costly machines, they have same technology, they just provide one zip bag and memory of last readings and light in display, this is best product in this price range",omran 7120,"{'label': '5 stars', 'score': 0.8061963319778442}"
5,The monitor is perfect. Shows real reading of BP (cross checked with doctor). Its hazel free and quick. Happy with the product. Thank you Snapdeal for providing best service at lowest price.,omran 7120,"{'label': '5 stars', 'score': 0.9346837401390076}"
4,This machine is really good and simple to use. Reading are roughly good indicator in broad range of BP (not accurate). This surely gives a quick first understanding on patients BP which can later be consulted with Doctor for medical advise,omran 7120,"{'label': '4 stars', 'score': 0.5037246346473694}"
5,"product is ok, word of advice, keep the instrument at chest level for correct measurement",omran 7120,"{'label': '5 stars', 'score': 0.8575653433799744}"
4,Fast delivery \ Nice Product !,omran 7120,"{'label': '5 stars', 'score': 0.9421831369400024}"
4,I m happy with this product. Its easy to use n nice looking n gives accurate results. Thanks snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.6784729957580566}"
5,It's really good,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
5,Nice N easy to use,omran 7120,"{'label': '4 stars', 'score': 0.3612421452999115}"
4,Happy with the product but delivery (courier company) isn't good. Finally got the product.,omran 7120,"{'label': '5 stars', 'score': 0.8611948490142822}"
5,"Accurate measurement - Got the BP and pulse reading cross checked at the same time, with my family physician. The reading of omoron unit and doctors conventional bp testing apparatus matched almost to near perfection.",omran 7120,"{'label': '5 stars', 'score': 0.9290298223495483}"
5,Very imp product for home use must have in home,omran 7120,"{'label': '5 stars', 'score': 0.8111176490783691}"
5,Nice and delivered well in time.,omran 7120,"{'label': '5 stars', 'score': 0.9540317058563232}"
4,Overall Good...It would have been great if an 6V DC Adapter would have given along with this. The Start & Stop button is so Sub Standard....just a gentle touch can get that started....rest seems to be fine as of now....!!,omran 7120,"{'label': '5 stars', 'score': 0.9163581132888794}"
5,Finest in quality,omran 7120,"{'label': '4 stars', 'score': 0.5600866675376892}"
5,Delivered within 24 hrs and product is new and easy to use,omran 7120,"{'label': '5 stars', 'score': 0.6597242951393127}"
5,awesome best deal on snap deal,omran 7120,"{'label': '5 stars', 'score': 0.8020592927932739}"
4,"Easy to use and timely delievery,thank you.",omran 7120,"{'label': '5 stars', 'score': 0.9327601790428162}"
5,"High price,but quality is good.",omran 7120,"{'label': '5 stars', 'score': 0.8606241941452026}"
4,"good product, helps in routine checkup",omran 7120,"{'label': '5 stars', 'score': 0.9705106616020203}"
3,Show eratic results.,omran 7120,"{'label': '5 stars', 'score': 0.6718463897705078}"
4,Product is very good and effective measures and accuracy will b checked by regular use.. so far so goofld,omran 7120,"{'label': '4 stars', 'score': 0.6913126707077026}"
5,Excellent Product With the touch of button can measure BP and related information. Be health conscious and stay healthy.,omran 7120,"{'label': '5 stars', 'score': 0.6773597002029419}"
4,good product,omran 7120,"{'label': '5 stars', 'score': 0.9414295554161072}"
5,Good product,omran 7120,"{'label': '5 stars', 'score': 0.660183310508728}"
4,hand band is small not fitting V Fat people,omran 7120,"{'label': '5 stars', 'score': 0.5593130588531494}"
5,The BP monitoring unit is hurdle free in usage. Functions are very simple to use and convenient for elders. It doesn't come with AC Adapter. It works on 4 AA sized batteries. The circumference of Arm Cuff makes it best fitted.,omran 7120,"{'label': '5 stars', 'score': 0.9238744378089905}"
5,good product,omran 7120,"{'label': '5 stars', 'score': 0.7063055038452148}"
5,Everyone should have this product in home. very reliable and easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.8082674741744995}"
5,Really a nice one,omran 7120,"{'label': '5 stars', 'score': 0.680906355381012}"
5,Very good product,omran 7120,"{'label': '5 stars', 'score': 0.769867479801178}"
4,good product,omran 7120,"{'label': '5 stars', 'score': 0.5657570958137512}"
5,the delivery was too fast,omran 7120,"{'label': '5 stars', 'score': 0.8784933090209961}"
5,Excellent and worth,omran 7120,"{'label': '5 stars', 'score': 0.797917366027832}"
5,Very good product,omran 7120,"{'label': '5 stars', 'score': 0.6297315955162048}"
5,Very use full,omran 7120,"{'label': '5 stars', 'score': 0.741468071937561}"
5,glad to receive the BP apparatus.  Can check anytime of the day.night.,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
4,Not sure if all the readings are correct,omran 7120,"{'label': '5 stars', 'score': 0.8108150959014893}"
5,Nice Product,omran 7120,"{'label': '5 stars', 'score': 0.9725455641746521}"
5,its so simple and easy to use,omran 7120,"{'label': '5 stars', 'score': 0.8575653433799744}"
5,"Quite satisfied as it was delivered the very next day of when I ordered. But there was a huge difference in the readings it showed. So I would advice people to go for second opinion from their family doctors too. It's a machine and only an electronic device. The only plus point is its handy and user friendly, and gives you an estimated digits of the blood pressure. But the reading is not accurate!",omran 7120,"{'label': '5 stars', 'score': 0.9392732381820679}"
5,"Very simple and compact design, comfortable and adjustable velcro hand band, easy to use, wear hand band -attach cable and press power button, fast check up, shows bp and pulse, can work on dc batteries/ac.",omran 7120,"{'label': '5 stars', 'score': 0.5844658613204956}"
5,It's a really good machine with simpler handling.,omran 7120,"{'label': '5 stars', 'score': 0.7204349040985107}"
3,"very good one ,for general purpose ,, but price is little bit higher",omran 7120,"{'label': '5 stars', 'score': 0.8270190358161926}"
4,Im happy with this product..Product delivered on time..Good service snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.8194319009780884}"
3,Got the product on 8th July. its not bad... ,omran 7120,"{'label': '5 stars', 'score': 0.6592089533805847}"
4,Product is upto mark. I was using this product for the last 6 months in my family. So bought it again as I was fully satisfied with the results,omran 7120,"{'label': '5 stars', 'score': 0.8380976915359497}"
4,Easy to use and accurate.,omran 7120,"{'label': '4 stars', 'score': 0.47077488899230957}"
4,Helped me and my dad to keep a tab on the pressure.,omran 7120,"{'label': '4 stars', 'score': 0.6198143362998962}"
5,Good one for good price,omran 7120,"{'label': '5 stars', 'score': 0.920510470867157}"
5,Very good product.snapdeal is very quick and good service,omran 7120,"{'label': '5 stars', 'score': 0.8551698923110962}"
5,Easy to operate,omran 7120,"{'label': '5 stars', 'score': 0.6253905892372131}"
5,It's good seriously,omran 7120,"{'label': '5 stars', 'score': 0.6937230825424194}"
5,Its good..,omran 7120,"{'label': '5 stars', 'score': 0.509170413017273}"
5,Nice delivery by snap deal.i have purchased so many items through snap deal it is a best online site..,omran 7120,"{'label': '5 stars', 'score': 0.9539467692375183}"
4,Its very good product and very  much usefull for family.,omran 7120,"{'label': '5 stars', 'score': 0.8418059349060059}"
5,Excellent service from snapdea. 5 stars for the product. Its very useful product.,omran 7120,"{'label': '5 stars', 'score': 0.9441049695014954}"
3,I purchased Omron Hem-7120 product. The reading is widely different on each occasion. It is not a stable product.,omran 7120,"{'label': '5 stars', 'score': 0.5667545199394226}"
5,Product is in very good Condition n packing is also good...at affordable price. Works pretty good then axpected,omran 7120,"{'label': '5 stars', 'score': 0.859866201877594}"
5,I bought the above and using for the last few days. It is really good and very useful.,omran 7120,"{'label': '4 stars', 'score': 0.49859702587127686}"
4,Its fine for regular use at home. Even older people can use it easily as its very easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.8675763607025146}"
5,This is a very good product,omran 7120,"{'label': '5 stars', 'score': 0.9305644035339355}"
4,no complaint with service.,omran 7120,"{'label': '5 stars', 'score': 0.9700688123703003}"
5,Good product for daily BP Measurement. working fine.,omran 7120,"{'label': '5 stars', 'score': 0.632847249507904}"
4,My uncle is using it and he is saying its a gud machine to monitor BP,omran 7120,"{'label': '5 stars', 'score': 0.6254857778549194}"
5,Runing 15days without any problem....think it's nice one,omran 7120,"{'label': '5 stars', 'score': 0.9169548153877258}"
5,Very Good.  Good for home use.  Gives you a nice idea of your BP.  Doing at least three times is recommended at interval of 2 minutes at same arm and the average of the three readings gives you a more accurate reading of your BP.,omran 7120,"{'label': '5 stars', 'score': 0.6570112705230713}"
5,I order this product from snapdeal and its very good product for daily use and snapdeal give very big discount on this product and the service is very fast snapdeal delivered my order in just 2/5days only the service is very fast I love to shop on snapdeal and I m very old customers of snapdeal and I have very big trust on snapdeal ,omran 7120,"{'label': '4 stars', 'score': 0.554632842540741}"
5,Good service,omran 7120,"{'label': '5 stars', 'score': 0.622799277305603}"
5,"delivered on time , again very good experience at snap deals...",omran 7120,"{'label': '5 stars', 'score': 0.6624335050582886}"
4,Usefull @ home,omran 7120,"{'label': '5 stars', 'score': 0.7116215825080872}"
5,User Friendly with almost Accurate Reading,omran 7120,"{'label': '4 stars', 'score': 0.8203200101852417}"
5,Value for money,omran 7120,"{'label': '5 stars', 'score': 0.5030437707901001}"
4,very nice product,omran 7120,"{'label': '5 stars', 'score': 0.747378408908844}"
5,Product is good and delivery by snapdeal is fast as always.,omran 7120,"{'label': '5 stars', 'score': 0.967627763748169}"
5,It is very Nice & regional Prize .,omran 7120,"{'label': '4 stars', 'score': 0.4774775207042694}"
4,Working fine... No issues till yet,omran 7120,"{'label': '5 stars', 'score': 0.7874310612678528}"
5,Good product to have one in home,omran 7120,"{'label': '5 stars', 'score': 0.5514587759971619}"
5,Very good product every hypertension patient have to buy it it's so easy a kid can also handle it,omran 7120,"{'label': '5 stars', 'score': 0.6657489538192749}"
4,"Good product,easy to use .....",omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
1,Not giving correct value,omran 7120,"{'label': '5 stars', 'score': 0.9429633021354675}"
5,It Is Giving Perfect Rating...,omran 7120,"{'label': '5 stars', 'score': 0.8342103958129883}"
