Product_Review,predicted_gpt35
"Rating: 5, Comments: Great product & moroever deliver on time, In future also would like to deal with Snapdeal for more products on discounted rate.

Thanks & Regards,",positive
"Rating: 5, Comments: good",positive
"Rating: 5, Comments: Nice to buy..Omron stands Fr its quality.Monitor s good Fr bp measurement at home..ive to hail snapdeal Fr their quick response! LL Choose snapdeal oly Fr next purchase!",positive
"Rating: 4, Comments: good product..",positive
"Rating: 4, Comments: You need to rest your hand on a table and keep the strip just above the elbow for better readings.
Its not accurate but rather outputs approximate values.
+ or -5 deviation",negative
"Rating: 4, Comments: Omron supplied good machine. Really it is very easy to check BP at any time and any place. As it is battery operated, it is portable. Simple design. Little bit accurate and sometimes reading varies in next immediate check. But OK. Good product and necessary for regular monitoring people.",positive
"Rating: 4, Comments: good",positive
"Rating: 4, Comments: MUST HAVE FOR SENIOR CITIZENS",positive
"Rating: 4, Comments: I bought this product Omron Auto B. P. Monitor HEM-7120 from snapdeal on 25-Sep-14. This product is good and very easy to use. I need to strap the armband and switch it on and within 10 seconds it will reflect the acurate result. But there is no backlight. Display font are big enough for senior persons.",positive
"Rating: 4, Comments: free from doctor appointment only for BP check!!",positive
"Rating: 3, Comments: quality is ok",positive
"Rating: 5, Comments: We have been using another wrist wrap BP monitor which was bought some years ago. This one, however, is far better than that. Easy to use, accurate and compact. It is recommended by our doctor as well. There is an option for AC adapter (available separately here: http://www.snapdeal.com/product/omron-bp-monitor-ac-adapter/1180362), which is extremely useful. An important device for every household!",positive
"Rating: 2, Comments: The BP monitor is showing wrong readings.
There is atleast 10-15 points of difference in the reading shown as compared to the reading taken by a doctor.",negative
"Rating: 4, Comments: packing is dameged.please safe box packing .bp moniter is good permonce",negative
"Rating: 5, Comments: Good features & easy to use. Apart from the systolic, diastolic & pulse rate, gives you irregular heart beating indication as well which is critical for you to take call to see a doctor. A good deal on snapdeal adds to the worth of the product. Thanks to snapdeal.",positive
"Rating: 5, Comments: easy and convenient to use",positive
"Rating: 4, Comments: worth for money.",positive
"Rating: 4, Comments: Happy to have.",positive
"Rating: 4, Comments: accurate and user friendly",positive
"Rating: 5, Comments: Works just as its intended to. I would love it cross check its accuracy though.",positive
"Rating: 4, Comments: Very good product for bp patients,easy to use.please purchase it u would like it .verg necessary for bp patients.very cheap guarrenteed product.................................................................................................................... ......................",positive
"Rating: 5, Comments: a very good product",positive
"Rating: 4, Comments: good product",positive
"Rating: 5, Comments: GOOD PRODUCT,BEST DEAL FROM SNAPDEAL",positive
"Rating: 5, Comments: It's a useful gadget for personal use at home.It is a must for person having high blood pressure ,etc.",positive
"Rating: 4, Comments: Very Good product",positive
"Rating: 4, Comments: it's very useful.
every one can check up.it's very simple process.easy to carry wherever i want to.",positive
"Rating: 4, Comments: It is good product for checking blood pressur regurarly at home, it simpal and easy to use and operate for checking blood pressure but some time different result can see on monitor display because it is not use proparly,at the time checking the blood pressue to follow the manual tips.l recomment that everybody purchase this product, overall I am happy this producy.",positive
"Rating: 5, Comments: This is my first device and I had a thrill in using this device. Good job in making this masterpiece.
Pros:Nice looks, very fast and no lags, very nice display,
Overall: I am happy with the device and I think people should really buy. If you are concerned about the brand and status then no one can stop you from opting for other brand",positive
"Rating: 1, Comments: Don't buy this product.every time showing different reading.",negative
"Rating: 5, Comments: It's good for carrying. Gives good result and easy to oprate.",positive
"Rating: 5, Comments: Good Product",positive
"Rating: 1, Comments: unhappy with the product..",negative
"Rating: 1, Comments: i bought this product after looking at a lot of reviews. i decided on this because whether it was a low priced product or a higher priced one, there were reviews in both cases which mentioned inaccurate readings. so i thought it was better to spend less and be inaccurate than more. and while i was hoping for the best, what i got only confirmed my worst fears. this machine is giving me a difference of up to 14 points in systolic and close to 8 points in diastolic in successive readings with a time gap of less than 3 minutes and this is happening time and again. so i will soon be writing to omron to resolve this issue.",negative
"Rating: 5, Comments: Best product",positive
"Rating: 4, Comments: It is easy to use and there is only one button to start and  stop the item and pretty simple to attach and operate relevant parts. However, unlike my wrist digital BP monitor it doesn't have a clour indicator showing whether the reading is at the higher side or normal or lower side. It doens't also catch irregular heartbeat like my omron wrist digital BP minitor. It runs on 6 AA batteries and its good that it can be run on electricity also but the adapter doesn't come along with this device.",negative
"Rating: 5, Comments: hi,
      \it is so eeeeezy to check really i thanked so so much to snapdeal as they have sent the most appropriate apparatus.
once again i thank to the team of snapdeal.
Raju.",positive
"Rating: 4, Comments: A Good Product@good price",positive
"Rating: 4, Comments: it is difficult to say at this point of time it can be said after using for few months and check the accuracy of the instrument by comparing with the similar type of machine. At times it has been seen that for few months the product is alright after that it starts misbehaving.
Give us few months and ask the me question to get a correct picture",negative
"Rating: 5, Comments: At first I was looking at the top model with memory storage but later I realized that I can keep a log separately.
The unit performs as promised and is quite accurate.",positive
"Rating: 5, Comments: it is a nice product . easy to handle n use ..",positive
"Rating: 3, Comments: It is overall good product for usage. but i would not recommend this product to any of my friend.",negative
"Rating: 5, Comments: yaaa sure every one buy it",positive
"Rating: 5, Comments: trustworthy product.......i will recommended to all custmors.....",positive
"Rating: 4, Comments: At the outset, I must say I am very happy with this product, though I was somewhat apprehensive about it after reading some reviews and with reference to the common belief that such digital devices are not accurate. This BP Monitor gives good results within acceptable tolerance. If one keeps in mind that such devices are meant to check one's BP at home as a preliminary step to know whether there is a need to go to a doctor, this instrument is admirably the suitable one. I find that it is very very easy to use. No need to have any previous experience or skill. Just simple press of a button. Two thoughtful features:1.Indicates if the reading is beyond normal range,  and 2. Indicates irregular heart beat, thus telling that one should see the doctor. If the cuff is placed on the arm at heart level, as indicated in the leaflet, the results are good.",positive
"Rating: 5, Comments: Omron product is very good. Because, it is very light, so moderate and compact designs. Todays day to day life it is very healthy product.",positive
"Rating: 4, Comments: Really happy with this product",positive
"Rating: 5, Comments: Easy to use and almost accurate. A must for every family.",positive
"Rating: 5, Comments: very exellent product. and yes very easy to operate. 5 star to omron.",positive
"Rating: 5, Comments: Before Buying the BP monitors, I had studied a lot about the same as there were so many options available And finally decided to go for this particular model.
Now I can say I made a perfect decision.
The Product is very good. Although there is a minute difference in the readings of digital monitors and the traditional ones, still it delivers what it promises. It is easy to use and is quick. Would recommend the buyers to go for it.",positive
"Rating: 5, Comments: Its a great product for home use. Gives fairly accurate results. And moreover, Omron is a trustable brand. Its a need for every home in todays time to have this.",positive
"Rating: 3, Comments: It gives different readings on different attempts at the same time....I don't know whether it really gives the actual readings. But it is very simple/easy to use.",negative
"Rating: 5, Comments: product very good reading is correct..",positive
"Rating: 5, Comments: that is a vary good product .",positive
"Rating: 4, Comments: Realy good.",positive
"Rating: 5, Comments: Great accuracy.",positive
"Rating: 5, Comments: I've bought an omron bp monitor before and this is the second device. Very accurate and useful in my daily practice.",positive
"Rating: 4, Comments: Very useful",positive
"Rating: 4, Comments: good",positive
"Rating: 5, Comments: great product at great price",positive
"Rating: 4, Comments: Ideal for home use... unbeatable discount from snapdeal.",positive
"Rating: 4, Comments: Easy to Use",positive
"Rating: 4, Comments: good product",positive
"Rating: 5, Comments: it gives 99% accurate BP reading. Best for home. good product.",positive
"Rating: 5, Comments: Got it checked by a Doctor.. Its accurate...",positive
"Rating: 5, Comments: I was afraid before purchasing this online. This is really a good product. Easy to use. Compact design and almost perfect results..

If anyone looking to buy, go ahead an purchase it without any fear....",positive
"Rating: 5, Comments: Accurate reading with best quality",positive
"Rating: 4, Comments: Good machine but result vary slightly with multiple readings in short span.",negative
"Rating: 4, Comments: arm cuff is not sturdy",negative
"Rating: 4, Comments: easy to use and satisfactory results
make more than one results for accuracy",positive
"Rating: 4, Comments: gives accurate reading",positive
"Rating: 4, Comments: The necessary item these days for a family",positive
"Rating: 4, Comments: happy with omron product",positive
"Rating: 5, Comments: Super helpful!",positive
"Rating: 4, Comments: Omron is a well known brand in medical instrument manufacturing field. the BP monitor is very compact light weight & very easy to use. its results are very accurate. it can be used by different age group of people. quality of the product is very good. Being japanese technic used the product is very reliable",positive
"Rating: 4, Comments: Worth buying",positive
"Rating: 5, Comments: Omron BP Monitor is very easy to use, uses standard AA batteries and gives correct output. The product is very handy, simple and requires no special training or learning skill to measure BP. The Band fits for any age and size.
 
Serves the purpose which comes at a great price. A must buy for anyone looking to buy a BP monitor.",positive
"Rating: 5, Comments: good",positive
"Rating: 4, Comments: Nice product in low price. Useful for small family",positive
"Rating: 5, Comments: Easy to use best fit the purpose.",positive
"Rating: 5, Comments: SAMLL HANDY AND ACCURATE.REALY A GOOD STUF FOR HOME USE.",positive
"Rating: 5, Comments: Exellent product in the price raange",positive
"Rating: 4, Comments: Its good and easy to use. It would have been better if it has charger to with it",positive
"Rating: 3, Comments: Good Product and Brand but I doubt that the readings given are accurate as it seems to be - or + 10 
not very accurate reading as per my knowledge",negative
"Rating: 5, Comments: I am quite happy with this product. This is easy to operate / use by any one. Reading is quite accurate, I have measured and compared the reading with out devices (analog). The BP monitoring device is a must now if you have some one with complaints of BP. Before buying this on-line I have equired from many of my friends and chemists as well and every has recommended Omron BP monitor device.",positive
"Rating: 5, Comments: Simple user friendly",positive
"Rating: 5, Comments: Can be used for personal purposes....   easy to use..",positive
"Rating: 3, Comments: Tends to give wrong readings after consecutive 5 usage.",negative
"Rating: 5, Comments: Good product great price",positive
"Rating: 4, Comments: Good product",positive
"Rating: 5, Comments: it's easy to use",positive
"Rating: 4, Comments: very good product for a smart price",positive
"Rating: 4, Comments: Works great for personal use",positive
"Rating: 1, Comments: Not showing correct reading..took it to doctor to match their reading..but still not matching...after taking average of 3 readings also nt satisfied...too much diff from my doc readings",negative
"Rating: 5, Comments: Good",positive
"Rating: 4, Comments: showing some variation when compare to doctor's hg aparatus",negative
"Rating: 5.0 out of 5 stars, Comments: 
Bought this for my parents and it works great. We check the BP regularly and it works absolutely fine. Because of this we are able to track BP and consult doctor as & when required. Handy and very easy to use. Totally reliable !!
",positive
"Rating: 4.0 out of 5 stars, Comments: 
Reading fluctuates some of the times but overall it's good and decent looking ,portable(easy to carry).
",positive
"Rating: 5.0 out of 5 stars, Comments: 
I get first product but it is faulty Iwas claim for replace the product so I have gotton replace product and this is very nice and full of accuracy thanks seller for supporting me get replace
",positive
"Rating: 5.0 out of 5 stars, Comments: 
Excellent quality and perfect readings. Easy to use. Working with 5v adopter and batteries.
",positive
"Rating: 4.0 out of 5 stars, Comments: 
Accuracy bit confusing, measured three times and evry time it showed up different digits.
",negative
"Rating: 5.0 out of 5 stars, Comments: 
I have used this before. This is my second buy. Easy to use
",positive
"Rating: 3.0 out of 5 stars, Comments: 
We are quite unsure about the accuracy of the monitor. Since we believe that it has a competitive quality among the top brands for BP monitors, we are understanding that the numbers are near to accurate, yet not exact!Recommended for the ones who need to check BP frequently, as you would get idea of how accurate it would be, by keep checking your BP with doctor and comparing your machine's results.
",negative
"Rating: 5.0 out of 5 stars, Comments: 
Good Product dispatch by amazonVery good accuracy
",positive
"Rating: 4.0 out of 5 stars, Comments: 
I gifted it , she loved it, I ask her about cuff size and quality ( softness) and she said it's good 😻
",positive
"Rating: 4.0 out of 5 stars, Comments: 
I tried to register for warranty for the Omron B.P. Monitor HEM-7120, bought online through Amazon on 07-Feb-2024. The machine is working fine. But, when I tried to register the machine with the Company, I got a message that Warranty will be registered only if the purchase is made through their authorized dealers.This is surprising, since Amazon online figures in their list of regular dealers/agents. Please look into the matter & get my machine registered for Warranty.Dr. S. M. Sapatnekar
",negative
"Rating: 5.0 out of 5 stars, Comments: 
Very good quality. Fit and finish of the machine and cuff is excellent. Product is made in Vietnam.  value for money, very useful to have it at home. Easy for everyone to use . A must have when you have some family member suffering with hypertension at home. As soon as product is delivered got a call from Program team one dedicated mentor was assigned to me. Highly recommended.
",positive
"Rating: 1.0 out of 5 stars, Comments: 
I have Received Defective Piece so please replace it with Fresh One Non Defective Item
",negative
"Rating: 5.0 out of 5 stars, Comments: 
Very good quality of the machine and cuff is excellent.  value for money, very useful to have it at home A must have when you have some family member suffering with hypertension at home.delivered got call from programme team explained very help how to use a must have product worth the price.
",positive
"Rating: 1.0 out of 5 stars, Comments: 
Blood pressure is shown grossly wrong.I am physician.checked many times but it is useless equipment..not recommended further to anybody…3 times it shows different readings.patient can be wrongly treated.Hold this model…do testing further..
",negative
